transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday,high_spender
T0011008,C031268,56+,Female,Chicago,Loyal,P6929,Accessories,233.7,30,163.59,2,327.18,Debit Card,2025-12-01,17,0,0,1
T0025519,C023196,26-35,Other,Los Angeles,New,P2007,Electronics,1582.82,35,1028.83,1,1028.83,PayPal,2025-11-27,21,0,0,1
T0006150,C031058,18-25,Male,Atlanta,Loyal,P3137,Books,72.47,5,68.85,1,68.85,Debit Card,2025-11-30,14,1,0,0
T0008346,C028991,18-25,Male,Dallas,Returning,P4382,Accessories,139.57,35,90.72,1,90.72,Gift Card,2025-11-27,11,0,0,0
T0098407,C002639,18-25,Female,Phoenix,New,P5553,Groceries,167.74,20,134.19,1,134.19,Cash,2025-11-26,12,0,0,0
T0017926,C004646,36-45,Other,San Francisco,New,P6478,Electronics,1819.07,15,1546.21,1,1546.21,Credit Card,2025-11-30,21,1,0,1
T0002347,C006700,18-25,Female,Atlanta,Returning,P6222,Books,5.36,25,4.02,4,16.08,Debit Card,2025-11-29,15,1,0,0
T0024119,C027329,36-45,Other,Houston,Loyal,P5302,Beauty,249.74,15,212.28,4,849.12,Cash,2025-11-27,9,0,0,1
T0052223,C017883,18-25,Male,Los Angeles,Returning,P1579,Books,18.27,20,14.62,2,29.24,Debit Card,2025-11-28,8,0,1,0
T0025271,C029057,36-45,Other,Phoenix,Returning,P3035,Sports,250.71,20,200.57,3,601.71,Debit Card,2025-11-24,13,0,0,1
T0013026,C001337,56+,Other,Houston,Loyal,P4759,Clothing,104.36,30,73.05,2,146.1,Mobile Wallet,2025-11-30,7,1,0,0
T0066602,C029482,46-55,Female,New York,VIP,P7631,Sports,182.06,30,127.44,3,382.32,Mobile Wallet,2025-11-26,5,0,0,1
T0063479,C011990,46-55,Other,Dallas,Loyal,P8891,Toys,55.72,15,47.36,1,47.36,Cash,2025-11-26,6,0,0,0
T0005188,C011200,56+,Other,Houston,Returning,P2184,Electronics,262.01,20,209.61,1,209.61,Gift Card,2025-11-24,12,0,0,1
T0005200,C011843,56+,Other,Chicago,New,P3174,Clothing,159.24,20,127.39,1,127.39,Mobile Wallet,2025-11-30,15,1,0,0
T0037207,C002012,18-25,Male,Los Angeles,Returning,P5840,Electronics,895.25,40,537.15,1,537.15,Debit Card,2025-11-25,9,0,0,1
T0032963,C027943,26-35,Female,Atlanta,New,P7150,Groceries,169.53,25,127.15,2,254.3,PayPal,2025-11-27,0,0,0,1
T0002227,C004455,36-45,Female,New York,New,P8604,Footwear,316.22,35,205.54,1,205.54,PayPal,2025-11-27,9,0,0,1
T0070326,C031786,18-25,Other,Chicago,Returning,P6659,Sports,541.98,35,352.29,1,352.29,Debit Card,2025-11-24,5,0,0,1
T0072822,C009506,46-55,Male,New York,Loyal,P2323,Electronics,226.26,20,181.01,1,181.01,PayPal,2025-11-26,1,0,0,1
T0052964,C020370,56+,Female,Los Angeles,Loyal,P7340,Footwear,170.26,15,144.72,1,144.72,PayPal,2025-11-30,1,1,0,0
T0053379,C005752,46-55,Female,Houston,VIP,P3069,Home & Kitchen,525.28,40,315.17,2,630.34,Gift Card,2025-12-01,22,0,0,1
T0056592,C012535,46-55,Male,Atlanta,New,P4661,Beauty,204.52,50,102.26,1,102.26,Mobile Wallet,2025-11-29,18,1,0,0
T0017404,C023868,18-25,Male,Phoenix,Returning,P4998,Beauty,182.24,25,136.68,1,136.68,Credit Card,2025-11-30,11,1,0,0
T0018345,C008558,46-55,Other,Seattle,Returning,P4100,Accessories,492.0,25,369.0,2,738.0,Credit Card,2025-11-28,0,0,1,1
T0012984,C004170,18-25,Male,Los Angeles,Loyal,P1284,Home & Kitchen,100.36,30,70.25,1,70.25,Debit Card,2025-11-24,14,0,0,0
T0027528,C034550,56+,Other,Phoenix,Loyal,P4302,Footwear,38.92,20,31.14,1,31.14,Cash,2025-12-01,15,0,0,0
T0068971,C026223,56+,Female,Seattle,Loyal,P8055,Home & Kitchen,382.55,25,286.91,5,1434.55,Cash,2025-11-29,21,1,0,1
T0003222,C019125,26-35,Other,San Francisco,New,P9984,Toys,234.64,15,199.44,2,398.88,Mobile Wallet,2025-11-26,20,0,0,1
T0028249,C011263,56+,Other,Seattle,New,P2820,Groceries,49.8,20,39.84,2,79.68,PayPal,2025-11-29,1,1,0,0
T0080913,C029498,56+,Female,New York,Returning,P5598,Home & Kitchen,409.87,25,307.4,1,307.4,Debit Card,2025-11-28,16,0,1,1
T0053117,C001042,26-35,Female,Seattle,Returning,P9932,Toys,79.88,30,55.92,1,55.92,Mobile Wallet,2025-11-28,11,0,1,0
T0054149,C031053,26-35,Female,Atlanta,Returning,P2157,Electronics,1498.88,15,1274.05,1,1274.05,PayPal,2025-11-29,13,1,0,1
T0058728,C025383,56+,Other,Phoenix,New,P3437,Beauty,28.67,10,25.8,1,25.8,Credit Card,2025-12-01,20,0,0,0
T0047197,C006187,26-35,Other,Los Angeles,VIP,P2318,Accessories,164.14,40,98.48,1,98.48,Debit Card,2025-11-24,3,0,0,0
T0044809,C003047,26-35,Female,Chicago,Loyal,P7375,Beauty,240.39,35,156.25,1,156.25,Debit Card,2025-11-26,21,0,0,0
T0027982,C015194,56+,Male,Seattle,Returning,P3774,Sports,230.68,20,184.54,1,184.54,Credit Card,2025-12-01,0,0,0,1
T0030426,C010982,18-25,Female,Phoenix,New,P1941,Accessories,245.8,35,159.77,1,159.77,PayPal,2025-11-28,7,0,1,0
T0035635,C022421,56+,Other,Phoenix,New,P7871,Beauty,241.63,25,181.22,1,181.22,Mobile Wallet,2025-11-26,20,0,0,1
T0032011,C011781,26-35,Male,Houston,Returning,P1298,Home & Kitchen,115.97,15,98.57,1,98.57,Gift Card,2025-11-26,21,0,0,0
T0091401,C008743,56+,Female,Dallas,New,P7955,Footwear,216.88,40,130.13,1,130.13,Gift Card,2025-11-30,17,1,0,0
T0023377,C026123,46-55,Other,Miami,Returning,P8454,Groceries,170.31,35,110.7,2,221.4,Debit Card,2025-11-26,2,0,0,1
T0014043,C022509,18-25,Other,Atlanta,Returning,P7750,Electronics,891.24,35,579.31,3,1737.93,Debit Card,2025-11-27,10,0,0,1
T0029888,C022333,46-55,Other,Miami,VIP,P6788,Electronics,1151.55,35,748.51,1,748.51,Debit Card,2025-12-01,8,0,0,1
T0082699,C029397,46-55,Other,New York,Loyal,P4958,Groceries,108.88,35,70.77,1,70.77,Debit Card,2025-12-01,15,0,0,0
T0098010,C013618,26-35,Male,Phoenix,New,P3347,Electronics,726.87,25,545.15,2,1090.3,Cash,2025-11-24,10,0,0,1
T0020254,C034660,26-35,Other,Chicago,Loyal,P4850,Clothing,175.72,30,123.0,2,246.0,Credit Card,2025-11-27,3,0,0,1
T0046553,C000069,36-45,Female,Dallas,VIP,P7597,Sports,408.76,10,367.88,1,367.88,Mobile Wallet,2025-11-30,15,1,0,1
T0004271,C026252,36-45,Male,New York,Loyal,P7067,Sports,193.66,25,145.24,3,435.72,Mobile Wallet,2025-11-30,18,1,0,1
T0039953,C034693,46-55,Male,Seattle,Returning,P2567,Toys,27.81,30,19.47,1,19.47,Gift Card,2025-11-26,9,0,0,0
T0098005,C001890,36-45,Male,Seattle,Loyal,P6782,Toys,206.88,30,144.82,2,289.64,Debit Card,2025-11-27,20,0,0,1
T0091714,C000139,36-45,Male,Atlanta,Loyal,P4347,Electronics,1669.45,10,1502.5,2,3005.0,Cash,2025-11-26,13,0,0,1
T0020941,C027780,26-35,Female,New York,Loyal,P6677,Groceries,37.11,20,29.69,1,29.69,Gift Card,2025-11-28,21,0,1,0
T0046849,C001933,56+,Other,Atlanta,Returning,P7656,Beauty,132.51,30,92.76,1,92.76,Gift Card,2025-11-26,11,0,0,0
T0081732,C006487,18-25,Other,San Francisco,Returning,P6554,Footwear,298.87,20,239.1,1,239.1,Credit Card,2025-11-29,12,1,0,1
T0064072,C032724,46-55,Male,Houston,Returning,P2460,Accessories,19.3,40,11.58,1,11.58,Gift Card,2025-11-27,18,0,0,0
T0008859,C004323,18-25,Other,Houston,Loyal,P8623,Home & Kitchen,293.59,50,146.79,1,146.79,Gift Card,2025-11-30,5,1,0,0
T0097544,C027764,56+,Female,Dallas,Returning,P2307,Clothing,136.5,25,102.38,4,409.52,Mobile Wallet,2025-11-30,8,1,0,1
T0077193,C032229,56+,Female,Phoenix,Returning,P8109,Toys,87.35,10,78.61,2,157.22,Mobile Wallet,2025-11-27,15,0,0,0
T0022813,C000454,26-35,Female,Houston,New,P4425,Beauty,232.65,35,151.22,1,151.22,PayPal,2025-11-30,5,1,0,0
T0008012,C013128,56+,Female,Los Angeles,New,P1571,Sports,577.26,30,404.08,1,404.08,Gift Card,2025-11-27,5,0,0,1
T0078901,C020543,18-25,Male,Dallas,Returning,P4356,Toys,76.06,30,53.24,1,53.24,Cash,2025-11-28,4,0,1,0
T0047537,C024454,56+,Other,Phoenix,VIP,P3698,Sports,408.75,20,327.0,1,327.0,Gift Card,2025-11-30,22,1,0,1
T0035826,C006563,26-35,Male,Houston,New,P4107,Beauty,119.63,30,83.74,2,167.48,Gift Card,2025-11-30,6,1,0,1
T0033868,C018645,36-45,Male,Chicago,VIP,P2865,Books,40.57,40,24.34,1,24.34,PayPal,2025-11-25,18,0,0,0
T0093632,C021702,26-35,Other,San Francisco,Returning,P4023,Sports,344.44,10,310.0,4,1240.0,Credit Card,2025-11-28,5,0,1,1
T0057892,C026428,46-55,Male,Chicago,Returning,P1710,Books,14.27,40,8.56,1,8.56,Mobile Wallet,2025-11-27,7,0,0,0
T0014590,C001358,26-35,Other,Chicago,Returning,P4718,Sports,447.11,25,335.33,3,1005.99,Credit Card,2025-11-24,8,0,0,1
T0054579,C005596,36-45,Male,Chicago,Returning,P3169,Toys,109.45,35,71.14,1,71.14,Mobile Wallet,2025-11-26,23,0,0,0
T0078894,C031866,18-25,Female,Houston,New,P8207,Electronics,1305.24,5,1239.98,1,1239.98,Gift Card,2025-11-24,9,0,0,1
T0076500,C013296,18-25,Female,Dallas,New,P5894,Groceries,36.56,25,27.42,1,27.42,PayPal,2025-11-29,2,1,0,0
T0025556,C028222,18-25,Male,Seattle,Returning,P7892,Clothing,146.46,20,117.17,3,351.51,Credit Card,2025-11-27,7,0,0,1
T0064411,C025344,36-45,Female,San Francisco,Returning,P6490,Toys,134.67,15,114.47,1,114.47,Mobile Wallet,2025-11-29,9,1,0,0
T0027457,C013986,56+,Other,New York,Loyal,P5790,Clothing,212.57,15,180.68,1,180.68,Gift Card,2025-11-28,10,0,1,1
T0062042,C022027,26-35,Female,Phoenix,VIP,P6953,Books,91.11,10,82.0,1,82.0,Credit Card,2025-11-24,22,0,0,0
T0004820,C006915,26-35,Male,Houston,Loyal,P8210,Toys,102.71,35,66.76,3,200.28,PayPal,2025-11-25,4,0,0,1
T0056012,C020988,56+,Female,San Francisco,Returning,P4642,Footwear,168.14,40,100.88,4,403.52,Credit Card,2025-11-25,21,0,0,1
T0053638,C021753,56+,Female,Dallas,Returning,P7319,Footwear,286.2,20,228.96,1,228.96,Credit Card,2025-11-25,11,0,0,1
T0020880,C028366,26-35,Male,Phoenix,New,P8625,Home & Kitchen,685.83,20,548.66,2,1097.32,Gift Card,2025-12-01,2,0,0,1
T0070462,C006384,46-55,Other,Houston,New,P1064,Electronics,258.02,40,154.81,2,309.62,Mobile Wallet,2025-11-29,16,1,0,1
T0069571,C004007,18-25,Female,Atlanta,Returning,P8531,Toys,142.95,50,71.47,1,71.47,Credit Card,2025-11-27,10,0,0,0
T0012373,C016976,56+,Male,Seattle,Returning,P6804,Beauty,165.31,25,123.98,1,123.98,Credit Card,2025-11-26,21,0,0,0
T0081435,C002430,36-45,Male,Atlanta,New,P9258,Beauty,33.67,10,30.3,2,60.6,Mobile Wallet,2025-11-24,19,0,0,0
T0090291,C008402,26-35,Other,Miami,VIP,P7654,Sports,163.77,30,114.64,1,114.64,Gift Card,2025-11-28,5,0,1,0
T0096128,C028409,18-25,Male,Dallas,Loyal,P7697,Clothing,279.54,25,209.66,1,209.66,PayPal,2025-12-01,19,0,0,1
T0004799,C024188,46-55,Other,Seattle,Loyal,P6192,Toys,285.37,20,228.3,1,228.3,Credit Card,2025-11-27,20,0,0,1
T0057161,C005910,18-25,Male,Houston,Returning,P8314,Groceries,27.58,15,23.44,1,23.44,Mobile Wallet,2025-11-25,14,0,0,0
T0077329,C016009,36-45,Female,Miami,New,P9449,Beauty,149.09,25,111.82,2,223.64,Cash,2025-11-24,18,0,0,1
T0055362,C007643,18-25,Male,Miami,Loyal,P9822,Home & Kitchen,564.59,25,423.44,4,1693.76,Credit Card,2025-11-28,22,0,1,1
T0018025,C021844,56+,Male,Phoenix,VIP,P7026,Accessories,394.14,25,295.6,1,295.6,Gift Card,2025-11-29,20,1,0,1
T0002408,C020591,56+,Other,Houston,Returning,P1077,Sports,340.09,25,255.07,3,765.21,Mobile Wallet,2025-11-28,2,0,1,1
T0015413,C004759,18-25,Other,Seattle,Loyal,P3847,Accessories,124.96,20,99.97,1,99.97,PayPal,2025-12-01,16,0,0,0
T0013404,C018989,18-25,Male,Miami,Returning,P6441,Home & Kitchen,1159.1,25,869.32,1,869.32,Credit Card,2025-11-27,17,0,0,1
T0010431,C006384,18-25,Female,Miami,Returning,P9839,Home & Kitchen,511.09,50,255.54,1,255.54,Credit Card,2025-11-24,11,0,0,1
T0074134,C015317,56+,Male,Houston,New,P9191,Clothing,236.24,30,165.37,1,165.37,Debit Card,2025-11-30,9,1,0,1
T0037554,C020762,36-45,Female,Seattle,Loyal,P1476,Home & Kitchen,393.97,15,334.87,1,334.87,Gift Card,2025-11-26,8,0,0,1
T0096694,C023592,46-55,Other,Los Angeles,Returning,P2182,Home & Kitchen,323.84,60,129.54,1,129.54,Credit Card,2025-11-24,6,0,0,0
T0030769,C012596,18-25,Male,Houston,Loyal,P6490,Toys,232.71,30,162.9,1,162.9,Credit Card,2025-11-28,8,0,1,1
T0093786,C027898,56+,Female,Phoenix,Returning,P3691,Accessories,12.06,25,9.04,1,9.04,Credit Card,2025-11-27,5,0,0,0
T0080158,C021126,56+,Other,Chicago,Loyal,P9461,Footwear,45.11,35,29.32,1,29.32,Cash,2025-11-24,16,0,0,0
T0022866,C001422,26-35,Other,Chicago,Loyal,P5127,Toys,245.16,15,208.39,1,208.39,Gift Card,2025-11-26,5,0,0,1
T0032154,C023587,36-45,Other,Los Angeles,New,P3472,Accessories,363.13,30,254.19,2,508.38,Gift Card,2025-11-25,22,0,0,1
T0027199,C026625,26-35,Other,Chicago,Returning,P8635,Clothing,82.13,25,61.6,2,123.2,Credit Card,2025-11-29,5,1,0,0
T0043017,C030159,36-45,Male,Chicago,Returning,P7137,Sports,398.08,5,378.18,1,378.18,Cash,2025-11-24,1,0,0,1
T0002066,C007775,18-25,Female,Houston,Loyal,P6534,Groceries,48.92,20,39.14,4,156.56,Mobile Wallet,2025-11-29,10,1,0,0
T0031562,C014014,36-45,Other,New York,New,P1475,Beauty,182.02,30,127.41,1,127.41,Debit Card,2025-12-01,11,0,0,0
T0003798,C019590,26-35,Other,Atlanta,New,P1265,Home & Kitchen,363.91,25,272.93,1,272.93,Gift Card,2025-11-26,9,0,0,1
T0043475,C002492,46-55,Male,Atlanta,New,P1667,Home & Kitchen,551.33,35,358.36,2,716.72,Cash,2025-11-26,20,0,0,1
T0015079,C018239,18-25,Female,Los Angeles,VIP,P3228,Home & Kitchen,720.98,5,684.93,1,684.93,PayPal,2025-11-28,14,0,1,1
T0001105,C004817,18-25,Male,Chicago,New,P3697,Home & Kitchen,419.71,40,251.83,1,251.83,Cash,2025-11-24,18,0,0,1
T0095690,C020283,18-25,Other,Chicago,Returning,P2121,Accessories,46.28,40,27.77,2,55.54,Gift Card,2025-12-01,14,0,0,0
T0084250,C001877,56+,Other,Los Angeles,Loyal,P1370,Sports,472.71,35,307.26,1,307.26,Cash,2025-11-26,15,0,0,1
T0074894,C028147,18-25,Female,Chicago,Loyal,P7781,Sports,510.09,15,433.58,1,433.58,Gift Card,2025-11-24,16,0,0,1
T0037145,C021497,26-35,Other,Houston,New,P4642,Groceries,26.64,40,15.98,1,15.98,Debit Card,2025-11-27,19,0,0,0
T0006054,C026649,46-55,Female,Dallas,VIP,P9860,Accessories,57.76,50,28.88,1,28.88,Gift Card,2025-11-28,20,0,1,0
T0012619,C003147,56+,Female,Seattle,Returning,P3923,Beauty,27.63,20,22.1,1,22.1,Debit Card,2025-11-30,12,1,0,0
T0012260,C032885,56+,Female,Dallas,New,P4669,Groceries,36.41,50,18.2,1,18.2,Credit Card,2025-11-25,3,0,0,0
T0027124,C034651,56+,Other,New York,New,P3151,Books,102.88,10,92.59,1,92.59,Gift Card,2025-11-25,16,0,0,0
T0041704,C034719,46-55,Male,San Francisco,Returning,P9732,Accessories,75.11,20,60.09,1,60.09,Mobile Wallet,2025-11-27,8,0,0,0
T0056925,C029181,18-25,Other,Phoenix,New,P4752,Books,34.31,20,27.45,1,27.45,PayPal,2025-12-01,4,0,0,0
T0016871,C004912,36-45,Female,Miami,Returning,P4614,Sports,103.06,40,61.84,1,61.84,Cash,2025-11-25,14,0,0,0
T0076881,C016032,46-55,Female,San Francisco,Returning,P4029,Home & Kitchen,162.35,40,97.41,1,97.41,Mobile Wallet,2025-11-24,23,0,0,0
T0003941,C028524,36-45,Female,Seattle,Returning,P6978,Accessories,405.11,20,324.09,1,324.09,Cash,2025-11-25,10,0,0,1
T0030297,C018196,56+,Other,New York,Returning,P6480,Footwear,154.13,30,107.89,1,107.89,Credit Card,2025-11-24,3,0,0,0
T0055883,C003703,56+,Male,Seattle,New,P3312,Footwear,54.37,40,32.62,1,32.62,Credit Card,2025-11-27,14,0,0,0
T0096515,C007903,26-35,Other,San Francisco,Returning,P2542,Clothing,235.49,35,153.07,1,153.07,Mobile Wallet,2025-12-01,9,0,0,0
T0034191,C028108,26-35,Female,Los Angeles,Loyal,P6255,Toys,175.04,35,113.78,1,113.78,Mobile Wallet,2025-12-01,3,0,0,0
T0020301,C030795,56+,Other,New York,VIP,P4576,Sports,354.08,40,212.45,1,212.45,Gift Card,2025-11-27,9,0,0,1
T0054181,C005914,56+,Other,Houston,VIP,P5341,Sports,407.25,20,325.8,2,651.6,Debit Card,2025-11-27,20,0,0,1
T0049162,C024227,46-55,Male,Seattle,New,P8360,Accessories,441.65,25,331.24,1,331.24,Gift Card,2025-11-26,0,0,0,1
T0032173,C005350,46-55,Female,Dallas,New,P4733,Footwear,213.4,15,181.39,1,181.39,Gift Card,2025-11-30,6,1,0,1
T0088802,C018419,36-45,Other,Phoenix,Returning,P1402,Toys,250.02,30,175.01,1,175.01,PayPal,2025-11-28,2,0,1,1
T0010610,C009036,18-25,Female,Miami,New,P9905,Footwear,226.31,25,169.73,3,509.19,Gift Card,2025-11-30,3,1,0,1
T0040181,C011045,26-35,Female,Miami,Loyal,P8758,Groceries,179.51,15,152.58,1,152.58,Debit Card,2025-11-28,16,0,1,0
T0076682,C020769,26-35,Male,New York,New,P1052,Clothing,188.4,10,169.56,1,169.56,Gift Card,2025-11-27,16,0,0,1
T0043854,C026053,46-55,Other,Seattle,Loyal,P9818,Beauty,118.9,25,89.18,2,178.36,PayPal,2025-11-28,23,0,1,1
T0081825,C013389,46-55,Female,Los Angeles,Returning,P4299,Home & Kitchen,568.56,35,369.56,1,369.56,Mobile Wallet,2025-12-01,20,0,0,1
T0065444,C010433,46-55,Other,Atlanta,New,P2403,Accessories,169.98,40,101.99,1,101.99,Credit Card,2025-11-25,17,0,0,0
T0048378,C021426,46-55,Other,Dallas,VIP,P7704,Toys,207.18,10,186.46,1,186.46,PayPal,2025-11-25,1,0,0,1
T0023838,C008437,26-35,Male,Dallas,Returning,P2746,Sports,528.77,25,396.58,1,396.58,Cash,2025-12-01,21,0,0,1
T0079580,C016648,26-35,Female,Los Angeles,Returning,P7639,Home & Kitchen,723.81,20,579.05,3,1737.15,PayPal,2025-11-27,1,0,0,1
T0002153,C012484,18-25,Other,San Francisco,Loyal,P1027,Beauty,170.55,25,127.91,1,127.91,Credit Card,2025-11-26,10,0,0,0
T0025548,C019054,46-55,Female,Houston,VIP,P1487,Toys,276.03,35,179.42,1,179.42,PayPal,2025-11-30,14,1,0,1
T0015219,C006808,26-35,Male,Seattle,Loyal,P9951,Footwear,102.13,35,66.38,4,265.52,Debit Card,2025-11-26,22,0,0,1
T0024114,C010588,56+,Other,Miami,Returning,P7891,Footwear,219.54,20,175.63,1,175.63,Credit Card,2025-11-28,19,0,1,1
T0060744,C028491,26-35,Male,Atlanta,Returning,P2298,Clothing,71.32,10,64.19,1,64.19,PayPal,2025-11-29,8,1,0,0
T0077348,C023333,46-55,Female,Seattle,Returning,P8451,Beauty,20.24,15,17.2,1,17.2,PayPal,2025-11-24,3,0,0,0
T0013395,C013960,56+,Other,San Francisco,Loyal,P1278,Beauty,94.87,40,56.92,1,56.92,Debit Card,2025-12-01,3,0,0,0
T0021772,C011369,56+,Male,Miami,New,P9079,Electronics,880.73,35,572.47,2,1144.94,Debit Card,2025-11-24,21,0,0,1
T0025925,C008481,36-45,Male,New York,VIP,P6631,Toys,131.47,30,92.03,1,92.03,Credit Card,2025-11-27,2,0,0,0
T0091555,C015503,46-55,Other,Phoenix,Returning,P7865,Electronics,985.45,15,837.63,1,837.63,Credit Card,2025-11-26,16,0,0,1
T0086222,C002538,46-55,Other,Atlanta,New,P7582,Sports,472.59,20,378.07,1,378.07,Debit Card,2025-11-27,22,0,0,1
T0099328,C025598,26-35,Other,Los Angeles,Loyal,P5712,Electronics,1901.26,50,950.63,4,3802.52,Mobile Wallet,2025-11-26,14,0,0,1
T0072254,C030480,56+,Other,Los Angeles,Returning,P2857,Clothing,196.38,30,137.47,1,137.47,Credit Card,2025-11-26,6,0,0,0
T0088467,C022710,46-55,Other,Chicago,Returning,P6320,Groceries,33.79,30,23.65,1,23.65,Gift Card,2025-11-29,11,1,0,0
T0095553,C002101,56+,Male,Seattle,Loyal,P2799,Home & Kitchen,110.45,10,99.4,2,198.8,Cash,2025-11-25,0,0,0,1
T0044766,C024759,18-25,Female,Dallas,New,P2004,Books,39.04,30,27.33,2,54.66,Mobile Wallet,2025-11-26,7,0,0,0
T0094222,C002505,18-25,Female,Los Angeles,New,P5974,Accessories,364.3,30,255.01,1,255.01,Credit Card,2025-12-01,2,0,0,1
T0036821,C009463,26-35,Male,Los Angeles,VIP,P1730,Footwear,245.32,35,159.46,1,159.46,Credit Card,2025-12-01,10,0,0,0
T0066573,C025493,26-35,Other,Houston,New,P8429,Accessories,254.76,25,191.07,1,191.07,Gift Card,2025-11-24,10,0,0,1
T0096534,C001485,18-25,Male,Los Angeles,Returning,P9731,Clothing,140.62,20,112.5,1,112.5,Mobile Wallet,2025-11-29,19,1,0,0
T0039508,C000783,36-45,Other,Houston,New,P5260,Books,28.04,10,25.24,1,25.24,Mobile Wallet,2025-11-29,0,1,0,0
T0052700,C025658,36-45,Male,Seattle,Returning,P4019,Accessories,370.02,40,222.01,1,222.01,Debit Card,2025-11-24,23,0,0,1
T0040503,C009436,18-25,Male,Dallas,VIP,P5600,Beauty,91.7,30,64.19,1,64.19,PayPal,2025-11-26,0,0,0,0
T0009398,C011920,26-35,Other,Los Angeles,Returning,P9563,Footwear,294.9,5,280.15,1,280.15,Cash,2025-11-27,5,0,0,1
T0011558,C022983,46-55,Female,Los Angeles,VIP,P2091,Beauty,20.9,30,14.63,1,14.63,Cash,2025-11-24,3,0,0,0
T0097228,C005164,46-55,Male,Atlanta,Loyal,P9274,Electronics,1664.25,25,1248.19,3,3744.57,Debit Card,2025-11-27,6,0,0,1
T0020425,C001968,26-35,Male,Atlanta,VIP,P1654,Home & Kitchen,422.24,35,274.46,2,548.92,Gift Card,2025-12-01,21,0,0,1
T0058209,C033261,56+,Other,Phoenix,Loyal,P1722,Home & Kitchen,105.17,35,68.36,1,68.36,Cash,2025-11-28,0,0,1,0
T0035224,C027520,46-55,Female,Los Angeles,New,P2317,Toys,49.83,15,42.36,2,84.72,Credit Card,2025-11-24,15,0,0,0
T0070480,C020706,26-35,Male,San Francisco,Returning,P4720,Groceries,193.97,10,174.57,1,174.57,Credit Card,2025-11-26,6,0,0,1
T0070471,C008307,26-35,Female,Los Angeles,Returning,P9673,Groceries,120.84,30,84.59,1,84.59,Credit Card,2025-12-01,4,0,0,0
T0079360,C011090,26-35,Female,Houston,VIP,P6022,Accessories,407.3,30,285.11,1,285.11,Gift Card,2025-11-28,2,0,1,1
T0077609,C016743,36-45,Other,Atlanta,New,P8297,Home & Kitchen,166.57,20,133.26,1,133.26,Mobile Wallet,2025-11-26,22,0,0,0
T0063058,C000708,26-35,Male,New York,Returning,P9244,Electronics,1577.29,25,1182.97,1,1182.97,Cash,2025-11-26,9,0,0,1
T0018372,C023322,46-55,Male,Houston,Loyal,P7502,Home & Kitchen,274.61,20,219.69,1,219.69,Gift Card,2025-12-01,1,0,0,1
T0029659,C033590,36-45,Male,Seattle,New,P2142,Books,102.61,25,76.96,2,153.92,PayPal,2025-11-26,20,0,0,0
T0044445,C020530,18-25,Male,Chicago,Loyal,P7802,Clothing,102.48,20,81.98,1,81.98,Cash,2025-11-25,10,0,0,0
T0029153,C003140,46-55,Male,Miami,Loyal,P9044,Accessories,424.14,20,339.31,2,678.62,Cash,2025-11-26,19,0,0,1
T0090046,C006673,18-25,Other,Dallas,New,P3096,Toys,67.06,40,40.24,1,40.24,Gift Card,2025-11-26,5,0,0,0
T0027714,C010607,18-25,Male,Los Angeles,Returning,P2231,Accessories,154.04,25,115.53,1,115.53,Cash,2025-11-28,0,0,1,0
T0055217,C021254,18-25,Other,San Francisco,New,P8113,Toys,17.12,25,12.84,1,12.84,Cash,2025-11-27,12,0,0,0
T0050021,C033219,46-55,Other,Chicago,New,P2578,Accessories,33.19,30,23.23,1,23.23,Mobile Wallet,2025-11-29,11,1,0,0
T0047384,C016516,36-45,Male,Houston,Returning,P4965,Footwear,256.21,20,204.97,2,409.94,Cash,2025-11-27,4,0,0,1
T0080864,C010850,26-35,Male,Los Angeles,Returning,P8598,Sports,178.14,20,142.51,3,427.53,Debit Card,2025-12-01,4,0,0,1
T0091244,C011320,46-55,Other,Chicago,New,P5336,Sports,364.02,10,327.62,1,327.62,Gift Card,2025-11-29,18,1,0,1
T0096665,C002260,56+,Other,Dallas,New,P5860,Beauty,83.32,25,62.49,1,62.49,Debit Card,2025-12-01,21,0,0,0
T0057686,C005382,46-55,Female,Seattle,New,P5052,Electronics,1547.62,20,1238.1,1,1238.1,PayPal,2025-11-26,11,0,0,1
T0077958,C003607,56+,Male,Seattle,Returning,P4583,Electronics,2142.63,25,1606.97,1,1606.97,Credit Card,2025-11-28,1,0,1,1
T0042673,C032162,36-45,Male,Seattle,Loyal,P2982,Sports,313.51,30,219.46,1,219.46,Mobile Wallet,2025-11-27,2,0,0,1
T0088891,C021711,26-35,Male,Seattle,Loyal,P9768,Books,74.74,15,63.53,2,127.06,PayPal,2025-11-25,1,0,0,0
T0064527,C011332,26-35,Male,Dallas,Loyal,P9299,Footwear,149.36,15,126.96,2,253.92,Debit Card,2025-11-28,13,0,1,1
T0072725,C001338,56+,Other,Houston,Returning,P6362,Accessories,184.34,25,138.26,1,138.26,Credit Card,2025-11-26,5,0,0,0
T0080066,C008671,46-55,Female,Los Angeles,Returning,P9353,Books,84.15,40,50.49,1,50.49,PayPal,2025-12-01,18,0,0,0
T0092255,C001542,46-55,Female,Chicago,Loyal,P6230,Groceries,63.6,40,38.16,1,38.16,Mobile Wallet,2025-11-26,1,0,0,0
